date,title
05/01,股市回升加持 勞動基金3月收益數2190億元
05/01,永信建設首季財報出爐EPS 1.19元 今年將有6個建案完工銷售
05/01,亞銀理事年會5/2韓國仁川登場 財長率團出訪聚焦2議題
05/01,車市好熱鬧！這些日、德系新車齊發 有望一路旺至年底
05/01,駁郭台銘的「生肺癌說」經長：2016年後空污降比逾6成
05/01,快找發票對獎 去年11-12月千萬發票還有3張沒領
05/01,〈台股風向球〉本周美股影響力增 別小看傳統「五窮」魔咒
05/01,〈華邦電展望〉20奈米DRAM良率進展優預期 可望提前半年量產
05/01,〈華邦電展望〉系統廠庫存見底 急單湧入需求逐月增 本季營收增幅上看15%
05/01,智擎胰臟癌新藥一線用藥有望明年上市 全球銷量將成長2倍
05/01,台版晶片法子法下午預告 財長：研發費用門檻60億元
05/01,需求降溫 景碩Q1毛利率探兩年低點 EPS 0.02元
05/02,國產汐止二廠動土 明年完工年產能增30萬立方米
05/02,廢鋼跌勢擴大 豐興鋼筋每公噸跌千元
05/02,台股4月震盪 拖累權證發行檔數、金額雙降
05/02,華碩血壓應用軟體通過衛福部認證 將導入VivoWatch智慧手錶
05/02,借貸平台imB涉非法吸金25億元 金管會示警四大風險
05/02,以創意、大世科驗證投資池的重要性！3.0即將改版！
05/02,台股年輕化！4月新增開戶數逾2.7萬戶 「20代」月增占超過一半
05/02,中碳Q1每股賺1.4元 下半年可望優於上半年
05/02,雲豹能源200MW儲能案場動工 今年營收戰百億元
05/02,嘉聯益首季稼動率偏低 單季大虧8.56億元 每股虧損1.55元
05/02,崇越電Q1 EPS 0.68元 估Q2營運仍在谷底
05/02,智邦宣示2030年碳排減半 2050年達淨零碳排
05/02,〈環球晶法說〉徐秀蘭：Q2營運面臨挑戰 下半年需求可望復甦
05/02,致伸Q1毛利率、純益雙創同期高 EPS 1.23元
05/02,群電Q1每股賺1.47元 估下半年優於上半年
05/02,台股站回季線 外資敲進伺服器代工族群 狂買近4.6萬張
05/02,祥翊2張美藥證明年有望顯著貢獻營收 拚營運損平
05/02,〈ESG大趨勢〉新北市府與鴻海、信義房屋等企業簽署防災合作備忘錄
05/02,環球晶擬取得兆遠全數股權 換股比例0.02比1
05/02,〈環球晶法說〉Q1純益季減13% EPS 11.49元 去年擬配息16元
05/02,Lordstown指控撤資 鴻海聲明反駁「違反投資協議在先」
05/02,〈環宇法說〉下半年營運優於上半年 轉投資同步改善
05/02,台版晶片法子法預告 會計師提醒留意三重點
05/02,玻纖廠富喬首季續陷虧損 Q2營收下滑看法更保守
05/02,【新台股龍捲風】指數小漲57點，伊雲谷、叡揚、華城、士電漲停！
05/02,〈環宇法說〉Q1毛利率創掛牌新低 EPS -2.66元
05/02,【量大強漲股整理】本周重點大事告訴你!外資期現貨連續偏多，聯準會預計升一碼機率?
05/02,印度下架中國遊戲開啟藍海商機 大宇資吃雞手遊7月南亞上線
05/02,中小型股活蹦亂跳 雙周報個股表現積極
05/02,合正旗下三江電機擬擴產50% 搶食台電強韌電網商機
05/02,貸款有訣竅 專家教你必知的信貸眉角
05/02,台泥擴大新能源布局 子公司NHOA擬發綠色CB籌資2.5億歐元
05/02,Q1財報後5月主流 專家觀點：AI、電動車趨勢浮現
05/02,漢達癌症新藥藥證申請 將以最短時間重新送件
05/02,〈焦點股〉台康生物相藥一期臨床數據達標攻上漲停 台耀母憑子貴同步亮燈
05/02,〈焦點股〉材料-KY高價合約產品出貨順 股價翻越500元大關創新高
05/02,橋椿Q1營收規模縮小陷虧損 估本季營運回溫
05/02,〈台股盤前要聞〉台版晶片法草案拍板、華邦電Q2營收落底彈升 今日必看財經新聞
05/03,鴻海旗下鴻騰出脫Autotalksf全數持股 處分利益1.5億元
05/03,研華Q2營收估與首季相當 雙率略降
05/03,達方首季純益腰斬EPS 0.51元 Q2營運拚回溫
