date,title, Y/N
2023/03/05,工具機展、進出口統計、台積電/台塑四寶營收 本周大事預告,#yes
2023/03/05,工具機展、進出口統計、台積電/台塑四寶營收 本周大事預告,#no
2023/03/05,工具機展、進出口統計、台積電/台塑四寶營收 本周大事預告,#yes
2023/03/07,〈台塑四寶業績發表〉三寶看好Q2市況加溫 台塑化樂見油價回升,#no
2023/03/07,〈台塑四寶業績發表〉中國需求回溫帶動 2月營收1307億元月增7.8%,#no
2023/03/08,台塑新智能招募新能源人才 台塑集團將赴13所大專院校徵才,#no
2023/03/08,〈台股盤前要聞〉前2月出口年減近2成、台塑看好Q2景氣回升 今日必看財經新聞,#no
2023/03/10,台塑斥資4.7億元 優化國內廠房設備,#no
2023/03/11,3月電視面板喊漲、大廠2月營收出爐、台塑樂見市況回溫 本周大事回顧,#no
2023/03/11,3月電視面板喊漲、大廠2月營收出爐、台塑樂見市況回溫 本周大事回顧,#no
2023/03/22,台塑美國HDPE原料新廠擴廠 取得4.8公頃土地,#unknown
2023/03/24,台塑照顧麥寮鄰近居民 啟動疾病預防篩檢活動,#unknown
2023/03/27,台塑生醫照護民眾健康 洗衣精智慧補充站將建置千座、服務24萬個家庭,#yes
2023/03/28,台塑推廣體育投入逾3.2億元 今年再贊助26名選手,#no
